global_id,layer,neuron,concept,is_selected_concept,tsne_x,tsne_y,max_logit,top_tokens_joined
704,0,704,Other neurons,False,24.091299057006836,-10.719015121459961,2.9904699325561523,firehose | onsai | theless | uckingham | injust | kines | ARP | IDD | thora | izziness
705,0,705,Other neurons,False,-7.067609786987305,-21.481618881225586,5.24534797668457,onsai | omegran | ilantro | uckingham | ometown | olkien | heumatic | othschild | irmingham | ousseau
706,0,706,Other neurons,False,-17.167612075805664,14.449507713317871,3.171708106994629,ijuana | uggage | lemagne | umni | klah | chrane | gevity | legraph | sych | athyroid
716,0,716,Other neurons,False,7.224119663238525,24.80218505859375,3.1192073822021484,rofen | forgettable | omencl | peutic | akespe | ENTIAL | querque | chrane | elona | upuncture
723,0,723,Other neurons,False,-7.126023292541504,-22.658002853393555,3.0409903526306152,onsai | ilantro | uckingham | riminals | ptune | antidepress | letcher | teries | ologne | IRST
728,0,728,Other neurons,False,63.67820358276367,-14.557160377502441,3.8899331092834473," | ( |  | and | m | S | a | "" | in | E"
729,0,729,Other neurons,False,-28.831666946411133,0.8471282720565796,3.1976277828216553,ilantro | yalgia | forgettable | airobi | jango | anoia | obalt | othschild | ategorical | innamon
731,0,731,Other neurons,False,32.59809112548828,5.740750789642334,2.615780830383301,ccording | ||$ | cluding | outheastern | CreateModel | cludes | impul | aughtered | [:] | initions
736,0,736,Other neurons,False,-5.572478294372559,29.838586807250977,2.5502965450286865,ietzsche | affin | rowsiness | paragus | arvation | iagnosed | airobi | negie | arval | ancip
738,0,738,Other neurons,False,6.015938758850098,29.45685577392578,2.929870367050171,forgettable | rocery | ountains | paralleled | ciplinary | oubted | astical | ectoral | enguins | ometown
739,0,739,Other neurons,False,-20.94109344482422,16.222213745117188,8.564469337463379,olkien | reponame | emetery | dprinting | forgettable | uggage | ijuana | firehose | ilantro | innitus
740,0,740,Other neurons,False,5.2958855628967285,-5.176057815551758,2.995147705078125,ebted | ispens | iscrim | icia | ustry | jango | icator | ynasty | rosophila | optera
751,0,751,Other neurons,False,65.4127426147461,-16.565732955932617,2.857236862182617,a |  | an | s | A | l | and | E | in | all
756,0,756,Other neurons,False,24.48189926147461,-23.376338958740234,2.851804733276367,heastern | ureth | feres | unsaturated | umbar | moil | ouncil | terol | rais | ELECT
757,0,757,Other neurons,False,-47.5396614074707,6.1774516105651855,4.45913028717041,emetery | ovenant | KeyNot | reponame | uisines | uggage | leveland | firehose | unningham | emeteries
758,0,758,Other neurons,False,-22.08743667602539,-7.01947546005249,2.7932560443878174,ikhail | aspberries | insular | akespe | radle | phinx | weet | ellows | mediately | athyroid
767,0,767,Other neurons,False,-24.456809997558594,-13.599480628967285,2.608048915863037,ancouver | atican | antage | forgettable | ivia | insically | earchers | izziness | iolence | aluable
770,0,770,Other neurons,False,-31.34770393371582,-21.82963752746582,2.7161448001861572,outheastern | xtap | ellum | ounsel | utherford | BooleanField | oultry | evelop | ureau | ymour
775,0,775,Other neurons,False,2.130767345428467,-8.986544609069824,2.630756378173828,otives | embrance | racuse | ancip | ietzsche | uckingham | igration | ennes | enarios | berspace
777,0,777,Other neurons,False,8.25328254699707,-4.4844841957092285,2.689702033996582,inseng | intering | stanbul | lasses | enaissance | orking | heumat | egradable | lif | paragus
786,0,786,Other neurons,False,-48.131080627441406,4.094512462615967,2.5999984741210938,ymour | emetery | rosophila | ospor | openhagen | unningham | asgow | oughton | leveland | aughtered
791,0,791,Other neurons,False,-41.23163604736328,-0.005289992783218622,2.556007146835327,esare | emeteries | leveland | ilantro | orget | incinnati | abilities | annabis | warz | adult
794,0,794,Other neurons,False,-26.979225158691406,-29.659276962280273,3.056807041168213,outheastern | orkshire | ustaining | aspberries | eous | CreateModel | ikhail | bsites | uggage | itoring
805,0,805,Other neurons,False,-19.57109832763672,-1.5831245183944702,3.494236469268799,ietzsche | ducive | rowsiness | roughts | ikhail | iliency | iriam | yalgia | olkien | jango
811,0,811,Other neurons,False,-13.024718284606934,-11.731781005859375,2.820378541946411,ikhail | hood | olybden | HOUT | ediatr | yalgia | stown | __.__ | elivery | ducive
812,0,812,Other neurons,False,16.326709747314453,13.033140182495117,2.9139506816864014,KeyNot | IENT | ?]( | olkien | opold | ufact | ISTORY | Aires | CLUD | uclear
832,0,832,Other neurons,False,-5.073605537414551,20.336204528808594,2.5815951824188232,olkien | enaissance | aughed | � | absburg | MetaInfo | berspace |  | ervoir | berty
836,0,836,Other neurons,False,-3.383855104446411,20.289812088012695,3.1051201820373535,rofen | olkien | omegran | ronts | avorable | ogas | aparte | firehose | thews | olybden
840,0,840,Other neurons,False,-42.123008728027344,11.251157760620117,2.5923454761505127,giene | ustom | outheastern | ennes | ollen | arches | continence | emetery | mountable | osocial
842,0,842,Other neurons,False,3.318720817565918,36.27841567993164,2.5548601150512695,aphyloc | aphylococcus | ortium | apo | yalgia | legraph | owulf | ranch | earthqu | ��
846,0,846,Other neurons,False,-8.91314697265625,23.850515365600586,2.592829465866089,else | else | Else | olkien | ilience | elescope | emia | YO | resembling | incare
850,0,850,Other neurons,False,-21.154644012451172,16.82075309753418,6.069743633270264,olkien | forgettable | ijuana | yalgia | emetery | firehose | emeteries | osaics | onsai | reponame
856,0,856,Other neurons,False,6.853622913360596,28.491247177124023,3.3372490406036377,forgettable | paralleled | aspberries | ubile | orgetown | firehose | rowsiness | uxley | osate | ikhail
869,0,869,Other neurons,False,-23.741233825683594,-5.488064289093018,5.045812129974365,ikhail | ilantro | ountains | olkien | joice | osaics | othschild | ebted | emeteries | leveland
917,0,917,Other neurons,False,8.805113792419434,-18.592382431030273,2.6157407760620117,rames | HOUT | nasa | apagos | ounsaturated | ethoven | emetery | racuse | elior | oelect
924,0,924,Other neurons,False,-35.655914306640625,-8.098217964172363,2.647989511489868,izoph | amiliar | agiarism | uisines | peat | ocese | kary | rameworks | emeteries | ropy
930,0,930,Other neurons,False,19.831411361694336,-3.060279607772827,2.7900753021240234,KEN | ikhail | utrition | firehose | ipeg | Intf | alloween | arval | joice | ghum
937,0,937,Other neurons,False,34.000850677490234,6.4521379470825195,2.7062714099884033,adays | reponame | ciplinary | ropriate | atherapy | illation | heid | dprinting | risings | ophila
939,0,939,Other neurons,False,13.701704978942871,12.334381103515625,2.988565683364868,BLIC | isitions | ediatr | :`~ | uckland | ovenants | ediatrics | ediatric | ontal | oreal
